split,query_index,ids
evaluation,1588,41092;56922;28376;37220;26744;37654;30134;98042;36288;97758
evaluation,1589,16434;17022;25622;16166;30640;16176;16892;59638;17108;24650
evaluation,1590,46408;788;37476;44518;6210;8712;12352;53136;49396;4972
evaluation,1591,9520;72932;12846;31210;72095;4776;49188;23124;79266;45026
evaluation,1592,82592;94877;81840;96238;26994;90550;74256;21528;29108;26810
evaluation,1593,72940;60646;84776;76210;86891;17028;43176;1155;13711;73666
evaluation,1594,71043;24686;62110;17102;39224;56099;93372;74511;71174;58632
evaluation,1595,89506;13084;73908;69794;65968;71882;70576;23872;25018;76874
evaluation,1596,71218;1756;9762;98470;2078;6224;86459;23558;81382;9312
evaluation,1597,60398;27988;85698;282;702;97789;27158;58212;40033;59750
evaluation,1598,51885;52631;15709;52588;69708;33750;68945;52329;16116;60955
evaluation,1599,72142;1384;62994;36385;6396;1268;48501;82952;39220;50252
evaluation,1600,22698;18642;25578;86378;880;55590;81544;656;93610;83966
evaluation,1601,33270;70442;11678;5487;98194;39102;6194;39406;56099;78164
evaluation,1602,19852;19004;98002;53357;54109;95932;83840;83992;55388;44354
evaluation,1603,924;97197;36854;1268;81382;48690;58261;48228;56766;19130
evaluation,1604,1060;44130;36010;17714;16452;3730;7976;38342;37067;70630
evaluation,1605,1912;1876;26316;35058;57905;1494;24010;4664;84457;49774
evaluation,1606,98588;38184;88130;38220;68404;38680;17756;21690;259;43600
evaluation,1607,38751;39168;47488;48576;46528;43550;45004;76996;46252;49339
evaluation,1608,9376;2134;65998;1162;68492;95865;10988;51786;19260;8907
evaluation,1609,94678;86378;22499;25578;18642;87715;45722;93610;81268;9738
evaluation,1610,59432;63733;55450;97254;51174;72856;50812;63951;14780;50031
evaluation,1611,99498;98080;92158;120;102;88272;86891;47582;77252;88240
evaluation,1612,51174;46339;59432;92467;50812;81268;97254;5766;55450;2790
evaluation,1613,45944;53428;47582;52953;27842;65798;6180;36980;89306;27462
evaluation,1614,12350;8896;12406;14339;18344;17312;7912;92581;13070;15481
evaluation,1615,59364;48228;28492;58894;70448;28278;13015;28332;88772;18762
evaluation,1616,44627;55334;28930;34856;29349;43850;44730;44682;29894;67530
evaluation,1617,14686;18364;51650;74196;71694;90146;22144;22568;3287;36917
evaluation,1618,99498;47582;102;98080;250;120;86510;48236;54396;86891
evaluation,1619,12016;36030;24259;20055;32544;12740;29068;44656;80942;66022
evaluation,1620,78304;32476;97662;39576;39640;99538;18699;86754;8163;39949
evaluation,1621,72579;10256;99780;23496;10540;69156;45470;1788;468;77445
evaluation,1622,90452;50031;55388;46339;9952;34766;49016;28456;4416;97254
evaluation,1623,44828;40364;22584;13182;64051;49587;24616;41432;31132;33748
evaluation,1624,73307;73438;71404;57543;73590;73644;8436;73098;49994;9124
evaluation,1625,30436;45791;55075;11092;5375;51894;20866;11162;22780;3792
evaluation,1626,56474;59101;31274;60336;45450;18803;65554;44742;44732;59898
evaluation,1627,92036;41422;86723;1660;47018;340;36044;48236;63880;32284
evaluation,1628,35922;33928;16914;35836;61528;16622;16128;12290;45339;42790
evaluation,1629,55576;24874;17368;39944;62400;42326;18699;83741;472;70228
evaluation,1630,12632;15358;13892;3020;98210;11780;13252;12904;5920;11030
evaluation,1631,18642;6150;22698;78568;94678;23038;87715;29402;880;86378
evaluation,1632,46300;13766;46750;88461;10900;57962;10454;27230;17986;50749
evaluation,1633,86308;14544;19012;7150;51572;22568;18868;26738;12347;24208
evaluation,1634,10116;50439;25155;81268;49614;36258;74642;47200;10675;39578
evaluation,1635,21528;44490;81840;94877;90550;62182;38834;72954;26810;8772
evaluation,1636,57543;73307;71404;73644;73438;73418;73590;73098;8436;23752
evaluation,1637,73210;82952;50252;72142;76024;82350;1384;36385;51885;85044
evaluation,1638,1340;78930;96603;92050;76453;90534;78752;98424;58484;81074
evaluation,1639,66098;55450;97920;50812;29872;56161;60184;51174;59432;81268
evaluation,1640,13320;96456;10598;9531;64510;79596;1094;94146;12248;19912
evaluation,1641,1268;87516;54086;36917;724;64658;22292;84206;37282;17468
evaluation,1642,96857;32416;12079;35522;92581;76423;71644;39084;21964;35494
evaluation,1643,2906;3108;99060;8026;7510;7088;7552;79621;7746;80264
evaluation,1644,9376;2134;68492;65998;10988;1162;6296;8907;8360;51786
evaluation,1645,25155;10116;83728;49614;31132;9108;78702;80119;41472;85112
evaluation,1646,21022;45582;88312;88238;43462;97210;43406;7276;9846;45170
evaluation,1647,44490;62580;244;78530;1843;22252;40635;43749;94877;74599
evaluation,1648,43918;95352;53274;95082;24114;41060;14902;59770;24690;42394
evaluation,1649,64750;83276;65656;63649;83502;8252;68794;64404;68842;32788
evaluation,1650,95318;50941;3518;63598;50868;15520;14550;30028;31216;26142
evaluation,1651,34212;9182;3128;92794;1364;72643;21458;10422;77306;20044
evaluation,1652,84206;74328;22144;17784;47562;36888;724;38928;94997;87516
evaluation,1653,83168;11702;83094;70228;49208;88748;17368;89240;39936;90635
evaluation,1654,52327;72499;63346;57390;72162;53884;93258;57302;56446;44794
evaluation,1655,93408;17368;69878;62110;18699;90025;32016;32294;81170;5487
evaluation,1656,12148;3702;69264;54538;12422;36024;31950;3560;31850;29184
evaluation,1657,71154;99284;70680;44067;13182;33748;64051;5498;33222;98194
evaluation,1658,88569;4116;10748;56618;93206;47098;47012;45486;48176;39424
evaluation,1659,28260;76333;91988;34091;14064;17546;91783;60465;26116;24758
evaluation,1660,18310;17623;18700;15552;15586;79546;27224;15604;36200;58768
evaluation,1661,21046;62580;11904;244;19336;55338;19468;52526;20210;21098
evaluation,1662,99476;99516;97959;98006;99317;93036;2068;21338;42952;92050
evaluation,1663,72686;63704;3662;63085;14778;4020;12322;38092;35836;58684
evaluation,1664,90764;31368;81833;86891;54396;86548;87996;4428;40910;12134
evaluation,1665,82216;67638;87388;86600;23726;86723;53332;36094;9592;4118
evaluation,1666,7989;7762;13500;10920;73722;48392;4416;9332;13748;94241
evaluation,1667,18238;59598;88267;49748;26000;82216;8006;36094;75910;9838
evaluation,1668,65198;89798;98702;90013;69836;4688;61174;41368;98166;19742
evaluation,1669,3378;84995;36900;4176;24612;49802;910;11300;12202;11106
evaluation,1670,22499;19264;19206;19146;13886;86378;71230;26412;9738;25578
evaluation,1671,3204;97452;93114;27076;57048;29402;18244;71480;56964;96404
evaluation,1672,90119;59052;18219;21948;55502;23004;94434;87370;39790;29410
evaluation,1673,67104;39314;95604;68590;69606;38887;69636;27107;96060;26368
evaluation,1674,14956;64510;12786;32428;14686;5988;90146;20130;772;89151
evaluation,1675,10506;9050;8478;63486;97790;9888;49339;9946;29830;124
evaluation,1676,76996;4854;102;17891;12572;48236;77730;63498;45604;50510
evaluation,1677,25622;16434;17022;16166;30640;16176;16892;24650;24521;17108
evaluation,1678,34390;61043;11133;9602;2358;9622;44540;15184;9526;37580
evaluation,1679,62580;79822;21046;11904;19336;52526;244;16044;20210;21990
evaluation,1680,78552;33556;79328;97124;53058;60336;50012;56922;26744;91026
evaluation,1681,79807;98946;50771;99234;88595;32958;86446;30244;39196;87946
evaluation,1682,26434;52700;15454;86618;86580;67262;86781;90028;20814;91852
evaluation,1683,52462;28960;30536;65370;32160;32120;82350;82681;90720;32356
evaluation,1684,69979;74949;96484;3462;51572;55412;17438;41162;99709;80668
evaluation,1685,12512;3404;2835;2762;6558;3178;98731;3264;3040;3287
evaluation,1686,15709;71470;84858;22262;16116;52631;71330;51885;78760;52588
evaluation,1687,89808;19828;19680;52982;25786;7500;7724;93094;31162;72954
evaluation,1688,28188;62764;24043;31790;95030;2790;74599;50812;19961;51802
evaluation,1689,89808;19680;25786;19828;52982;93094;7500;49848;50480;7724
evaluation,1690,28188;57876;97806;97259;8451;49986;20130;98276;94570;99952
evaluation,1691,77109;36304;80810;87297;44194;24679;66595;62466;67992;87450
evaluation,1692,22144;23470;19132;5628;76769;94997;18780;38928;73317;11084
evaluation,1693,724;1268;49174;87516;84206;46241;17956;21788;27682;81382
evaluation,1694,96484;26372;69979;37582;74949;2078;1144;24102;32120;80668
evaluation,1695,91852;67262;93074;4960;96150;5570;9106;11528;91783;17004
evaluation,1696,7989;7762;13500;13986;5040;10920;13135;8200;48392;9332
evaluation,1697,69264;12148;53058;54538;12422;3702;3560;36024;64716;29184
evaluation,1698,57520;46339;24043;6732;62764;92467;15395;26960;25155;5766
evaluation,1699,52066;61886;22550;22128;10998;13335;22872;76962;23915;17963
evaluation,1700,89042;420;12807;88986;95330;82292;43131;8724;34556;58322
evaluation,1701,58732;68078;70642;54788;56922;72718;60336;59898;74222;40280
evaluation,1702,14550;31216;95318;14822;41474;10802;28528;51394;40478;99654
evaluation,1703,2500;32536;90605;496;8214;91025;3462;1330;32754;10472
evaluation,1704,16044;50738;223;21990;92286;244;38680;66052;53556;81948
evaluation,1705,12042;46604;10180;10367;9512;51164;49326;41422;550;14274
evaluation,1706,13840;71866;77402;50548;70220;74396;69106;12992;70131;79646
evaluation,1707,55450;51564;97920;81268;66098;56112;76880;60184;56161;62162
evaluation,1708,10116;49614;9108;41472;44752;25155;78702;40278;59102;51864
evaluation,1709,19132;5628;94997;23470;73317;19850;18780;35490;39008;19254
evaluation,1710,65249;81382;16600;13076;12715;6152;28032;55964;94146;4086
evaluation,1711,12352;13068;754;48242;512;18954;24652;2430;3493;45460
evaluation,1712,89808;19680;19828;25786;52982;92461;92826;7724;93094;7500
evaluation,1713,98492;98192;6324;14062;91580;30904;32750;11756;70214;56930
evaluation,1714,82216;67638;29400;23726;87388;57468;51961;28516;32734;86600
evaluation,1715,63434;17502;39214;19314;24120;8990;59656;17770;10872;19034
evaluation,1716,47302;4062;29747;93236;9826;55268;99806;2344;84276;80403
evaluation,1717,23870;64536;472;17724;64552;83614;84901;8333;14038;19208
evaluation,1718,17458;44592;28188;98276;97259;31318;90119;66101;25354;14726
evaluation,1719,724;49174;10598;58728;15480;90605;1268;42260;6662;91025
evaluation,1720,94662;93798;86180;90350;6536;94732;8550;88461;3264;28572
evaluation,1721,19742;68178;28118;94989;16948;8786;15368;19968;27694;96797
evaluation,1722,89808;19680;19828;25786;52982;92461;7724;92826;93094;7500
evaluation,1723,41060;7370;10316;16210;59168;59734;1200;24114;14902;8760
evaluation,1724,33016;33754;33522;32906;40725;22009;7451;8175;22844;996
evaluation,1725,45722;43768;42836;83688;21420;30848;82927;85218;83966;3742
evaluation,1726,23214;74808;42736;17458;12632;97259;98276;97806;28754;28691
evaluation,1727,3104;29630;19714;81688;115;29788;27908;56168;38090;20086
evaluation,1728,36984;20108;30285;55930;63910;79516;69356;6136;48589;25178
evaluation,1729,32750;6324;68040;36304;39286;44266;70288;44279;61266;3248
evaluation,1730,4031;82110;15716;158;31042;31108;65249;51647;1162;5676
evaluation,1731,26434;52700;15454;86781;44055;5656;9960;86580;86618;11288
evaluation,1732,87336;30244;88422;79485;98946;88595;99234;50771;87946;79807
evaluation,1733,2068;42488;25392;74995;76354;89042;34458;99008;96603;57182
evaluation,1734,91783;96150;4666;93074;10887;6406;76932;53292;77720;74800
evaluation,1735,17502;63434;39214;59656;19314;24120;14296;6614;35756;40054
evaluation,1736,29747;5623;34536;78846;39748;46994;724;20424;64688;49940
evaluation,1737,91580;69106;22282;33598;25282;50070;99564;28148;98192;66098
evaluation,1738,9334;1202;77445;41472;65802;99780;23496;30378;8231;65392
evaluation,1739,34988;29872;51802;1695;55450;97920;98572;59432;39117;5714
evaluation,1740,66098;97920;55450;59432;38112;56161;76880;51564;29872;51174
evaluation,1741,2790;89944;98492;5766;31736;98572;51802;28393;98192;18536
evaluation,1742,94732;90350;6536;97758;98636;90614;86180;80540;88461;87710
evaluation,1743,16072;2430;61174;78392;24683;30942;2212;78214;77496;2195
evaluation,1744,20006;83598;83556;63450;62944;99681;2500;90605;69238;89916
evaluation,1745,724;69818;45726;49174;1268;90146;22568;69662;15480;23790
evaluation,1746,82520;80668;7504;6006;16027;5895;80490;19012;27818;14544
evaluation,1747,73231;21712;32510;27876;45526;1998;19012;6122;49056;43194
evaluation,1748,21362;2047;77960;88296;77368;20044;97120;84162;16044;46412
evaluation,1749,96230;87898;4934;82456;38333;21652;82505;60333;6751;26878
evaluation,1750,95318;58330;31216;1034;64824;946;12862;62915;71240;86574
evaluation,1751,88748;75516;58618;97654;74108;62110;99539;4708;32016;39416
evaluation,1752,90452;51174;55450;81268;50812;63733;59432;50031;62162;72856
evaluation,1753,19767;81428;81778;19967;40286;6894;6994;10000;33332;98166
evaluation,1754,2790;5766;89944;89480;92467;10116;1524;96988;61238;3886
evaluation,1755,26018;46112;29028;12;51840;74672;28716;27150;28054;29235
evaluation,1756,94322;96456;2692;6868;50749;94110;94146;6420;6824;16600
evaluation,1757,92856;86597;61945;85765;93680;5656;95621;572;8008;81496
evaluation,1758,97636;98262;18236;48610;2654;772;8636;18775;56414;91025
evaluation,1759,28376;53058;41092;37654;56922;37220;53056;36288;79328;90614
evaluation,1760,18184;55940;57410;6086;20427;48589;7386;56882;29304;83614
evaluation,1761,94954;54010;97389;95674;93524;38334;32080;95030;36600;85998
evaluation,1762,19196;84340;86780;85667;79576;85002;85087;44518;67979;23770
evaluation,1763,76067;28759;91582;83728;9644;71832;43512;73778;39854;49587
evaluation,1764,13276;44031;13832;16493;18948;15876;18532;18368;23078;5579
evaluation,1765,97577;78846;25155;13064;89480;5766;95030;24063;6732;39748
evaluation,1766,40802;3832;8636;56936;18880;3307;1476;9184;1322;45148
evaluation,1767,724;1268;49174;84206;87516;772;24682;78854;21788;32394
evaluation,1768,50218;6324;32750;48736;70288;39286;44266;44279;89899;40344
evaluation,1769,13302;80784;5607;8578;36348;9378;51684;6180;19128;90046
evaluation,1770,5259;48018;24850;65045;54976;82067;46296;36900;90;43760
evaluation,1771,71690;6056;49587;88896;22087;45000;5380;99384;53428;18412
evaluation,1772,598;58212;76286;47642;16448;13534;12352;87106;25354;27996
evaluation,1773,12352;13068;754;512;48242;18954;70068;41484;2430;24652
evaluation,1774,598;13534;58212;97814;24486;46408;25722;96238;8578;96056
evaluation,1775,94662;90350;98636;90614;98731;93798;94732;86180;28572;98042
evaluation,1776,94304;14960;39220;65998;74382;67244;43012;8322;92286;27940
evaluation,1777,32750;50218;6324;48736;70288;44266;44279;39286;11756;89899
evaluation,1778,89944;13304;87297;7762;5040;77109;36304;1695;7536;47720
evaluation,1779,94989;54052;30642;32160;42314;96797;82350;28118;27694;34504
evaluation,1780,36804;65974;21410;47926;95268;18608;43625;16756;63336;22567
evaluation,1781,47754;91026;79328;90942;522;10830;15464;13978;56505;97124
evaluation,1782,32536;19768;27876;39509;19012;34496;32754;21515;496;4795
evaluation,1783,18206;49952;96484;48332;32170;30232;42030;13534;46612;36545
evaluation,1784,24612;598;13534;58212;39831;26883;64510;25722;8136;54541
evaluation,1785,4934;40440;30376;14550;56998;52504;95318;41516;28196;38928
evaluation,1786,93120;81434;36387;72579;45470;50373;59558;69536;19542;68330
evaluation,1787,45068;28900;11438;3248;91580;17412;75118;18219;3886;99324
evaluation,1788,44266;11756;91580;74396;44279;28972;13840;69106;40344;7226
evaluation,1789,37356;21362;89352;62213;85376;88342;47302;62312;32554;48728
evaluation,1790,55964;14366;83702;14150;8250;40779;53536;3110;76234;40826
evaluation,1791,33971;6931;49196;15970;9064;572;2078;1756;9254;2836
evaluation,1792,99538;83006;89838;7536;88526;50208;62694;69878;62246;68332
evaluation,1793,39816;59257;42076;28684;40760;99031;84162;3307;78833;30758
evaluation,1794,34536;62764;33598;40254;97814;83264;24490;35014;95674;88014
evaluation,1795,66098;51564;76880;60184;95865;97920;81268;56112;74642;56161
evaluation,1796,93120;81434;36387;72579;45470;59558;68330;69536;50373;2144
evaluation,1797,97294;80810;68042;89899;28900;37228;39220;4416;47806;32750
evaluation,1798,28900;97294;80810;68042;44194;89899;32750;85328;70214;70288
evaluation,1799,32016;89838;97312;18699;47950;22494;62694;55882;69878;39419
evaluation,1800,5844;98853;82682;17052;1342;66875;66765;85088;85552;15419
evaluation,1801,98376;86647;8163;22030;90119;90275;21948;68280;89932;93591
evaluation,1802,38751;39168;91902;47488;48576;46528;45004;49070;46252;47934
evaluation,1803,82216;67638;87388;86600;23726;86723;53332;36094;9592;4118
evaluation,1804,96857;2430;5579;21964;38750;2763;35522;58728;8604;63404
evaluation,1805,34988;89956;55450;89944;97920;29872;1695;5766;97577;38112
evaluation,1806,12764;21911;6224;97210;2407;22262;7064;7138;31838;32264
evaluation,1807,99796;392;65981;49848;50008;31162;49240;8044;50480;67048
evaluation,1808,95885;8402;87698;8888;36412;5382;12918;48416;31175;72940
evaluation,1809,76764;75516;39419;83398;39640;88748;39949;31510;99538;68332
evaluation,1810,99952;97806;97259;98276;42736;96876;10620;38345;61630;89140
evaluation,1811,41472;22893;65802;9334;30378;23496;13182;37608;65444;26052
evaluation,1812,14402;73882;38194;46496;17160;27482;1366;31627;24758;5572
evaluation,1813,93456;62790;1118;14296;21650;69432;8106;20400;9100;98340
evaluation,1814,93408;17368;36918;50208;83025;97576;92190;60282;46006;88526
evaluation,1815,97294;89899;80810;32750;68042;55590;44194;48736;880;75794
evaluation,1816,65444;79516;5490;65392;83412;5464;65562;33820;17724;23028
evaluation,1817,62466;77109;40276;81085;39440;87297;36304;87450;36234;35268
evaluation,1818,93456;1118;8796;21650;2570;13236;13000;14296;13630;2290
evaluation,1819,99538;83006;68332;89838;62694;62246;24686;68296;7536;18699
evaluation,1820,90720;78402;32160;34504;72000;31142;99464;31392;32120;13023
evaluation,1821,41092;28376;36288;37220;37654;15528;93258;26744;32704;63346
evaluation,1822,25622;16434;17022;16166;30640;16176;16892;24650;6938;59638
evaluation,1823,96804;33030;11808;24612;2796;9642;95604;52656;20424;43308
evaluation,1824,87516;724;49174;53058;15480;7138;78854;1268;2026;17508
evaluation,1825,65974;81328;47926;23789;83820;21410;36804;32916;22567;63336
evaluation,1826,88526;62694;62112;68332;55930;6136;17368;69356;83741;62400
evaluation,1827,93772;97662;97576;56258;68332;88748;34160;39640;39416;89838
evaluation,1828,9334;77445;41472;99780;23496;65802;1202;10540;65444;30378
evaluation,1829,89838;6800;22184;8108;62246;69878;24980;62694;22494;62110
evaluation,1830,5487;83966;80664;6930;25578;45722;85218;42836;40858;82927
evaluation,1831,91322;40184;98245;66022;11544;33608;65426;73112;39488;12154
evaluation,1832,25440;541;24850;99990;24806;52650;80987;15128;51950;5428
evaluation,1833,56930;37636;87297;85998;97389;36304;40276;45688;48154;44266
evaluation,1834,93456;6648;98835;8264;8796;6743;8190;6554;10872;54878
evaluation,1835,32394;39224;32422;26692;98136;29596;27386;3646;94304;34546
evaluation,1836,77960;21362;85376;20044;85240;77368;2047;97120;522;16044
evaluation,1837,69246;6086;25958;58429;4372;4536;94290;2014;20014;61266
evaluation,1838,89899;32750;69106;21694;44266;10062;44279;9928;40344;47806
evaluation,1839,56930;37636;32080;87297;36304;44279;44266;97389;48154;44194
evaluation,1840,32016;97312;18699;47950;32380;62694;48106;99538;68332;55882
evaluation,1841,4614;15284;15226;15205;31174;14430;33560;10392;85678;1094
evaluation,1842,21362;2047;97120;20044;3307;29674;33440;39509;16044;99031
evaluation,1843,88748;75516;99539;83398;39419;11702;89240;76764;63862;31510
evaluation,1844,32016;89838;97312;18699;22494;32380;47950;62694;83006;69878
evaluation,1845,71174;62110;99539;24686;58618;63862;56099;32016;89240;62246
evaluation,1846,1268;724;49174;84206;81382;87516;2642;772;1240;3678
evaluation,1847,59257;39816;40760;42076;32026;40494;90013;28684;3307;99031
evaluation,1848,24043;62764;94954;98572;31790;48140;39382;19961;50812;41854
evaluation,1849,93456;19314;59656;19034;15268;63434;8796;13368;39162;23594
evaluation,1850,32016;47950;97312;89838;62694;56258;69196;18699;32380;83006
evaluation,1851,68332;75516;68296;76764;39419;83741;83398;88748;62694;62246
evaluation,1852,22512;80264;18469;54890;34154;61524;48080;95467;6542;79390
evaluation,1853,43512;18546;27251;52054;1148;25514;64312;21526;90602;49838
evaluation,1854,24612;33030;52656;47619;13714;26883;31366;1360;30248;56028
evaluation,1855,7019;654;300;34112;10316;5658;24690;66314;94616;32716
evaluation,1856,97576;46132;89838;22494;62112;18699;39416;68332;97312;88748
evaluation,1857,19638;15356;88114;16438;86078;85162;16558;27224;368;65488
evaluation,1858,6648;93456;54878;98835;26798;6542;14447;59656;15836;47308
evaluation,1859,92994;69758;39214;92198;91221;35756;92192;66602;9270;90694
evaluation,1860,37636;56930;36304;44279;87297;32554;66595;44266;45688;73722
evaluation,1861,89838;99538;97312;69878;18699;17102;62246;32016;55882;62694
evaluation,1862,68042;48736;97294;89899;70214;32750;28900;70498;70288;43528
evaluation,1863,88526;62694;68332;68296;89838;55882;17368;83741;39419;62246
evaluation,1864,28960;96797;30536;58388;82350;65370;25102;27700;29446;67836
evaluation,1865,16094;90046;89125;48695;82456;15612;26556;70237;52054;9959
evaluation,1866,46804;51986;22587;52266;65581;33416;59702;22122;7914;42122
evaluation,1867,4934;21652;18590;5112;26556;85308;66952;26090;11082;22587
evaluation,1868,19670;14995;73366;2;39072;15512;7198;1372;19000;37328
evaluation,1869,33074;34320;34628;73112;97111;73044;27370;612;78232;33754
evaluation,1870,99796;49240;65981;72954;73493;19828;93312;50008;31162;62364
evaluation,1871,83208;3730;27370;44130;33038;36010;14828;1060;38342;37067
evaluation,1872,99756;86510;61020;5086;36998;46528;47748;28516;52588;13018
evaluation,1873,44296;40506;40228;57514;50012;88676;46612;19559;60758;78552
evaluation,1874,3792;99678;92656;354;67552;41144;41647;50908;60333;13975
evaluation,1875,496;1330;2500;13514;3462;8214;90605;13116;32536;7504
evaluation,1876,40646;26592;11958;49880;5375;99482;19040;874;10264;19524
evaluation,1877,94662;94732;6536;93798;90350;86180;3264;69263;34766;28572
evaluation,1878,19852;19004;16080;52340;56964;72458;98002;18792;19576;71480
evaluation,1879,19336;19468;34010;1247;34103;21098;34794;11684;65968;55652
evaluation,1880,21788;89798;31845;18364;69836;13016;90013;37602;7636;7412
evaluation,1881,62246;97662;89838;93772;39640;68332;6228;39949;88748;68296
evaluation,1882,40916;45102;53198;52272;46160;59130;60650;46868;50290;60646
evaluation,1883,27116;26960;38960;41854;62764;81268;59432;90452;80509;44586
evaluation,1884,34988;29872;55450;1695;39117;51802;38112;18018;97920;32001
evaluation,1885,88526;62694;68332;62112;24906;83741;62400;48050;68296;97312
evaluation,1886,84520;69488;45450;48952;58322;26136;28510;32874;68698;45228
evaluation,1887,52956;93672;78240;5382;11974;8016;21952;30070;1207;45046
evaluation,1888,90150;41422;72686;97284;73493;9726;35258;39730;99796;8044
evaluation,1889,49324;83592;61528;7391;12322;82310;4020;35836;3662;10768
evaluation,1890,75516;99538;39640;90025;76764;39576;46748;39949;41068;17368
evaluation,1891,91580;6324;50218;44279;32750;44266;87314;68040;11756;71866
evaluation,1892,39640;99538;75516;39949;90025;76764;39576;97662;32294;93772
evaluation,1893,97294;68042;32750;89899;56930;44194;47806;80810;28900;36304
evaluation,1894,97662;56258;68332;93772;62694;68296;88748;39416;62112;39576
evaluation,1895,788;6210;8712;46408;12352;49396;14171;37476;53136;13068
evaluation,1896,89808;52982;19680;7500;19828;31162;7724;93094;25786;92802
evaluation,1897,71461;8814;75920;71710;74352;75128;64076;102;49339;71492
evaluation,1898,93456;62790;19034;5238;67449;1118;48392;13368;69432;4416
evaluation,1899,74836;684;26744;28376;37220;47490;75858;16278;36288;37554
evaluation,1900,78552;79328;97124;33556;60336;67659;53056;28376;3314;26744
evaluation,1901,62044;75464;17458;6598;91688;18320;31318;26104;5946;98262
evaluation,1902,46132;34838;83094;19320;25178;88526;49499;49490;47902;62112
evaluation,1903,60356;46784;46752;3020;3668;61806;13892;96308;47908;1205
evaluation,1904,90275;93591;86647;90119;89932;87370;98376;8163;21948;2652
evaluation,1905,1088;60282;13696;89240;97576;89001;99539;71043;68296;11702
evaluation,1906,83598;2500;8214;83556;89852;63864;20006;87106;92164;19768
evaluation,1907,89932;8163;98376;93591;90119;21948;22030;89917;86647;90275
evaluation,1908,38964;45470;39588;93120;30399;9360;81434;26470;24432;35299
evaluation,1909,71174;24906;16406;61188;23484;24940;24686;24901;78304;62694
evaluation,1910,63434;17502;19314;19034;11166;55587;24120;39214;8990;97294
evaluation,1911,34988;29872;51802;97920;98572;1695;55450;59432;5714;1524
evaluation,1912,93456;1118;19034;24400;14592;21650;6648;13236;13986;27886
evaluation,1913,28376;41092;36288;37220;37654;26744;56922;30134;37554;53058
evaluation,1914,39949;39640;55576;62400;78164;17368;97662;99538;75516;39576
evaluation,1915,8214;496;2500;90605;1330;32536;7504;3462;18868;91025
evaluation,1916,10198;65310;11808;14216;66772;56674;3702;5902;76769;13726
evaluation,1917,46748;26506;39640;76764;90025;39949;75516;99538;41068;47950
evaluation,1918,58894;15184;72057;10052;35166;71234;10176;78204;6635;46878
evaluation,1919,19339;11678;33270;6026;64940;33747;17976;9324;25398;10637
evaluation,1920,40916;59130;53198;45102;60650;46160;60646;52272;50290;46868
evaluation,1921,17502;63434;24120;39214;14296;59656;10872;5862;41536;6614
evaluation,1922,76764;55930;63910;65444;472;23870;26172;24686;64552;16406
evaluation,1923,89536;4309;17486;24652;45460;78936;42458;3646;96238;2430
evaluation,1924,55930;9293;34102;50900;80338;98194;63910;33270;64940;69550
evaluation,1925,96876;23702;90119;76720;2652;22666;98072;62428;18219;39296
evaluation,1926,552;18556;60336;30508;17778;65554;5042;3015;91864;99302
evaluation,1927,94304;82728;43069;90786;68060;67244;96238;5192;43012;22902
evaluation,1928,89956;51802;98572;22012;52452;71876;22090;21028;57078;98192
evaluation,1929,79328;97124;78552;33556;53058;574;30134;62181;56922;36900
evaluation,1930,93772;62694;68332;83006;68296;24906;88748;56258;60282;83741
evaluation,1931,82350;29446;65370;27700;30536;32356;28960;52462;76024;30642
evaluation,1932,94877;81840;90550;19828;89808;53164;53122;19680;52982;31162
evaluation,1933,49252;2955;5172;5228;5130;74424;5159;76492;27090;24636
evaluation,1934,58898;97210;45072;58331;57502;60188;20424;14206;62764;39662
evaluation,1935,62400;55576;99539;18706;78164;83094;90476;17368;83168;18699
evaluation,1936,35258;53284;35155;27616;43054;96922;32734;61746;92050;12856
evaluation,1937,27664;98264;96986;25578;14099;25976;98339;45722;85218;83966
evaluation,1938,15226;46928;15284;2092;51792;20700;41902;16448;34794;5259
evaluation,1939,89917;91918;91890;8163;75354;89932;22030;86754;94748;95801
evaluation,1940,28188;57876;8032;74104;30518;65698;9360;99780;28970;41735
evaluation,1941,32016;89838;97576;5536;83741;32380;18699;47950;97312;62684
evaluation,1942,56922;37654;41092;26744;45944;28376;53056;57514;64716;36288
evaluation,1943,55388;44354;98002;53357;69662;19004;56964;18792;66772;19852
evaluation,1944,73908;89506;41233;11960;148;69794;85936;88358;4963;71882
evaluation,1945,49202;90532;92244;58920;95727;90550;72785;89340;50480;49848
evaluation,1946,66980;91970;82592;67048;99796;65981;76333;77982;25424;16509
evaluation,1947,28816;85002;60251;3174;65646;11666;3679;85667;68492;9606
evaluation,1948,18190;59733;39318;38834;1160;18026;59592;15102;60048;258
evaluation,1949,40916;52272;45102;46160;53198;60650;59130;46868;50290;60646
evaluation,1950,76769;2660;44770;86459;48690;28151;92854;28032;18814;55962
evaluation,1951,77812;35544;35742;55920;40608;9254;44930;36072;12924;15970
evaluation,1952,76769;2660;44770;86459;48690;92854;28151;28032;18814;28410
evaluation,1953,17819;85110;57338;9108;85388;58429;75354;28694;2190;41472
evaluation,1954,12016;24486;59164;35124;12740;98245;41768;22902;910;61562
evaluation,1955,64050;42458;72320;94646;95030;9308;65354;54010;93524;6767
evaluation,1956,69878;70338;99284;32646;83741;89252;32642;32016;33748;48486
evaluation,1957,91890;91918;89917;89932;94570;86754;86394;75354;8163;22030
