configuration,gpu,data_center,cloud,campaign_mode,workload,engine,source_bundle_sha256,git_revision,rows,dimensions,batch,k,eligible_fraction,timing_scope,filter_scope,p50_completed_ns,p95_completed_ns,p99_completed_ns,p95_min_ns,p95_max_ns,throughput_qps,recall_at_k,collection_build_ns,binary_build_ns,peak_process_rss_bytes,qenlo_allocation_bytes,upload_bytes_per_call,readback_bytes_per_call,device_resident_ns,device_scoring_ns,device_selection_ns,upload_enqueue_ns,readback_completion_ns,backend_execution_ns,eligibility_materialization_ns,eligibility_transfer_bytes,mutation_p50_ns,mutation_p95_ns,actual_backend,rebuilt_fraction,deletion_correct,sample_count,qualified,status,failure_detail
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d1-r5000-d384-b8-k10-f01,torch-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,5000,384,8,10,0.1,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,193180.0,198488.0,198488.0,196004.0,1413802.0,18071.112084943263,1.0,1172523930,192714829239,535719936,772000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d1-r5000-d384-b8-k10-f01,torch-cuda,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,5000,384,8,10,0.1,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,324036.0,344366.0,344366.0,338127.0,14204885.0,13933.510593713418,1.0,1089583725,192714829239,1049010176,772000,,,279455.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d1-r5000-d384-b8-k10-f01,usearch,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,5000,384,8,10,0.1,batch-call-completion,corpus,4435846.0,4555015.0,4555015.0,4540974.0,4601525.0,1751.438046942973,1.0,23164700,192714829239,42278912,,0.0,0.0,,,20.0,,,531838.0,,0.0,,,Usearch,,,24,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d2-r25000-d384-b64-k10-f1,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,25000,384,64,10,1.0,batch-call-completion,corpus,69060968.0,69060968.0,69060968.0,64142517.0,70102612.0,913.5904980193072,1.0,88683132,192714829239,102121472,,0.0,0.0,,,,,,1036485.0,,0.0,,,Cpu,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d2-r25000-d384-b64-k10-f1,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,25000,384,64,10,1.0,batch-call-completion,corpus,1262164.0,1262164.0,1262164.0,1258599.0,1469665.0,32324.848565660606,1.0,234487015,192714829239,342540288,73930880.0,12695552.0,657408.0,,720576.0,258016.0,14282.0,1046280.0,1197176.0,0.0,100000.0,,,Wgpu,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d2-r25000-d384-b64-k10-f1,faiss-flat,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,25000,384,64,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,25346033.0,25346033.0,25346033.0,21403958.0,25448406.0,2356.7754421642153,1.0,76604357,192714829239,335147008,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d2-r25000-d384-b64-k10-f1,numpy,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,25000,384,64,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,105074537.0,105074537.0,105074537.0,104142599.0,105996722.0,598.5965604342339,1.0,50133937,192714829239,320847872,38600000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d2-r25000-d384-b64-k10-f1,torch-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,25000,384,64,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,12037133.0,12037133.0,12037133.0,12028660.0,17186458.0,4586.887364752221,1.0,840522631,192714829239,709918720,38600000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d2-r25000-d384-b64-k10-f1,torch-cuda,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,25000,384,64,10,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,515684.0,515684.0,515684.0,411197.0,12192625.0,31713.02880236738,1.0,1072190606,192714829239,1132417024,38600000,,,458431.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d2-r25000-d384-b64-k10-f1,usearch,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,25000,384,64,10,1.0,batch-call-completion,corpus,83313304.0,83313304.0,83313304.0,78405189.0,83597931.0,758.8554188460391,0.3453125000000001,90756113,192714829239,144592896,,0.0,0.0,,,21.0,,,832389.0,,0.0,,,Usearch,,,3,False,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d3-r50000-d384-b1-k10-compound,baseline-cpu,f37e744c7ee4054a74c4b4181f2dde61dade4d677bbc5493b9a36b61d165a45d,unavailable,50000,384,1,10,0.001,batch-call-completion,selected-user-population,6790.0,9484.0,10636.0,6960.0,9645.0,52123.92789631899,1.0,169855533,88204180642,259231744,,0.0,0.0,,,,,,5629.0,,0.0,,,Cpu,,,192,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d3-r50000-d384-b1-k10-compound,baseline-gpu,f37e744c7ee4054a74c4b4181f2dde61dade4d677bbc5493b9a36b61d165a45d,unavailable,50000,384,1,10,0.001,batch-call-completion,selected-user-population,82514.0,89335.0,100271.0,88192.0,89854.0,10260.88459406738,1.0,282700361,88204180642,462168064,79052224.0,1800.0,160.0,,,,3645.0,58698.0,78668.0,1993.0,200.0,,,Wgpu,,,192,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d3-r50000-d384-b1-k10-compound,chroma-ef512,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,50000,384,1,10,0.001,python-collection-query-including-bindings-serialization,selected-user-population,60458369.0,64596839.0,67677703.0,61366092.0,65498833.0,16.400504022954717,1.0,13013559330,192714829239,,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d3-r50000-d384-b1-k10-compound,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,50000,384,1,10,0.001,batch-call-completion,selected-user-population,6931.0,7471.0,8813.0,7391.0,7701.0,52142.6557884051,1.0,170526270,192714829239,262729728,,0.0,0.0,,,,,,5769.0,,0.0,,,Cpu,,,192,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d3-r50000-d384-b1-k10-compound,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,50000,384,1,10,0.001,batch-call-completion,selected-user-population,100520.0,144707.0,148673.0,130726.0,149093.0,8000.767073543177,1.0,283643976,192714829239,464977920,79578176.0,1800.0,192.0,,5952.0,17664.0,3636.0,77636.0,98808.0,0.0,200.0,,,Wgpu,,,192,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d3-r50000-d384-b1-k10-compound,faiss-flat,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,50000,384,1,10,0.001,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,24236.0,29294.0,34201.0,28172.0,32639.0,15607.689030452797,1.0,23847254,192714829239,143364096,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d3-r50000-d384-b1-k10-compound,numpy,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,50000,384,1,10,0.001,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,21322.0,24997.0,29675.0,23335.0,26610.0,16951.958414727014,1.0,169394,192714829239,135942144,77200,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d3-r50000-d384-b1-k10-compound,torch-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,50000,384,1,10,0.001,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,99099.0,107101.0,111718.0,103165.0,108633.0,6049.495268869345,1.0,747301881,192714829239,616677376,77200,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d3-r50000-d384-b1-k10-compound,torch-cuda,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,50000,384,1,10,0.001,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,298047.0,320190.0,336775.0,313631.0,328102.0,2695.641896778312,1.0,1065657694,192714829239,1109524480,77200,,,253087.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d3-r50000-d384-b1-k10-compound,usearch,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,50000,384,1,10,0.001,batch-call-completion,selected-user-population,23771761.0,24580013.0,25258180.0,24495036.0,24697139.0,41.95251369672059,1.0,168104496,192714829239,309399552,,0.0,0.0,,,170.0,,,23738620.0,,0.0,,,Usearch,,,192,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d6-r25000-d768-b64-k64-f001,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,25000,768,64,64,0.01,batch-call-completion,corpus,3001905.0,3001905.0,3001905.0,2910538.0,3101063.0,5851.084594523951,1.0,160426265,192714829239,266854400,,0.0,0.0,,,,,,48163.0,,0.0,,,Cpu,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d6-r25000-d768-b64-k64-f001,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,25000,768,64,64,0.01,batch-call-completion,corpus,492659.0,492659.0,492659.0,460011.0,547131.0,7270.315675970664,1.0,274424673,192714829239,466497536,112527488.0,12651008.0,4196352.0,,19968.0,95680.0,18297.0,222544.0,396094.0,0.0,1000.0,,,Wgpu,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d6-r25000-d768-b64-k64-f001,faiss-flat,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,25000,768,64,64,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,909195.0,909195.0,909195.0,901483.0,910856.0,11017.999451510215,1.0,19286701,192714829239,159145984,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d6-r25000-d768-b64-k64-f001,numpy,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,25000,768,64,64,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,787081.0,787081.0,787081.0,771067.0,880952.0,11356.161702515763,1.0,476765,192714829239,161542144,770000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d6-r25000-d768-b64-k64-f001,torch-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,25000,768,64,64,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,771838.0,771838.0,771838.0,769585.0,873831.0,11184.380453477695,1.0,761160887,192714829239,609767424,770000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d6-r25000-d768-b64-k64-f001,torch-cuda,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,25000,768,64,64,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,538297.0,538297.0,538297.0,394693.0,19552159.0,11834.59307029101,1.0,1036558700,192714829239,1125289984,770000,,,466688.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,real-r100000-d384-b16-k10-f001,chroma-ef512,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,384,16,10,0.01,python-collection-query-including-bindings-serialization,corpus,546632910.0,555963681.0,559387879.0,552029948.0,556075979.0,29.217893432718686,1.0,24310920425,192714829239,,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,real-r100000-d384-b16-k10-f001,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,384,16,10,0.01,batch-call-completion,corpus,880461.0,941633.0,952049.0,938848.0,942515.0,14837.286951990147,1.0,334211626,192714829239,516009984,,0.0,0.0,,,,,,55724.0,,0.0,,,Cpu,,,939,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,real-r100000-d384-b16-k10-f001,current-gpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,384,16,10,0.01,batch-call-completion,corpus,155594.0,171958.0,209404.0,160842.0,187191.0,46216.64704030534,1.0,465188721,192714829239,719474688,165519296.0,458240.0,41472.0,,14048.0,21760.0,5078.0,93500.0,134612.0,0.0,4000.0,,,Wgpu,,,939,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,real-r100000-d384-b16-k10-f001,faiss-flat,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,384,16,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,225107.0,242735.0,248273.0,237116.0,283095.0,25976.17450727535,1.0,19712439,192714829239,264544256,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,real-r100000-d384-b16-k10-f001,numpy,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,384,16,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,732869.0,749214.0,756145.0,747332.0,750326.0,14114.044198310066,1.0,970607,192714829239,252588032,1544000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,real-r100000-d384-b16-k10-f001,torch-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,384,16,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,248823.0,268323.0,272559.0,266539.0,302224.0,23764.089812023863,1.0,764744133,192714829239,728539136,1544000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,real-r100000-d384-b16-k10-f001,torch-cuda,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,,100000,384,16,10,0.01,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,324216.0,351387.0,363135.0,348112.0,353200.0,20200.79558490119,1.0,1056008274,192714829239,1239752704,1544000,,,279136.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,real-r100000-d384-b16-k10-f001,usearch,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,384,16,10,0.01,batch-call-completion,corpus,277864865.0,294632365.0,300941160.0,294381648.0,294693576.0,57.500130902095506,0.99994,351125923,192714829239,615567360,,0.0,0.0,,,110.0,,,17487050.0,,0.0,,,Usearch,,,939,True,completed,
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d2-r25000-d384-b64-k10-f1,chroma-ef512,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,25000,384,64,10,1.0,python-collection-query-including-bindings-serialization,corpus,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,failed,"{
  ""status"": ""tuning-failed"",
  ""build_ns"": 5313896421,
  ""readiness_and_tuning_ns"": 46854226,
  ""tuning_recall_at_10"": 0.76875,
  ""recall_target"": 0.99,
  ""heldout_queries_run"": 0,
  ""ef_search"": 512
}"
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d4-r100000-d768-b1-k1-f1,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,768,1,1,1.0,batch-call-completion,corpus,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,failed,exit_code=1
rtx4090-eu-ro-secure-deep,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep,d5-r100000-d768-b8-k64-f01,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,768,8,64,0.1,batch-call-completion,corpus,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,failed,exit_code=1
rtx4090-eu-ro-secure-deep768,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d4-r100000-d768-b1-k1-f1,current-cpu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,invalid_harness,harness passed internal cell labels as qenlo-bench positional arguments; no benchmark executed
rtx4090-eu-ro-secure-deep768,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d5-r100000-d768-b8-k64-f01,current-cpu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,invalid_harness,harness passed internal cell labels as qenlo-bench positional arguments; no benchmark executed
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d4-r100000-d768-b1-k1-f1,current-cpu,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,unavailable,100000,768,1,1,1.0,batch-call-completion,corpus,9009730.0,9408908.0,9818483.0,9122849.0,10641258.0,110.65926856893131,1.0,605720482,91912272130,665792512,,0.0,0.0,,,,,,9031832.0,,0.0,,,Cpu,,,192,True,completed,
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d4-r100000-d768-b1-k1-f1,current-gpu,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,unavailable,100000,768,1,1,1.0,batch-call-completion,corpus,869805.0,897146.0,919650.0,893540.0,926721.0,1139.2080560236889,1.0,716117404,91912272130,1203675136,311181248.0,403136.0,48.0,,326016.0,198336.0,25249.0,585879.0,843996.0,0.0,400000.0,,,Wgpu,,,192,True,completed,
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d4-r100000-d768-b1-k1-f1,faiss-flat,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,,100000,768,1,1,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,14482641.0,14800348.0,15091695.0,14644214.0,15205266.0,68.53321731316419,1.0,437146294,91912272130,2245419008,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d4-r100000-d768-b1-k1-f1,numpy,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,,100000,768,1,1,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,14506697.0,15342732.0,16818417.0,14828820.0,15758376.0,67.86609347458975,1.0,308783324,91912272130,2234200064,308000000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d4-r100000-d768-b1-k1-f1,torch-cpu,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,,100000,768,1,1,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,18324106.0,18694852.0,19713581.0,18541532.0,18942904.0,54.233644094317235,1.0,1930634685,91912272130,2005553152,308000000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d4-r100000-d768-b1-k1-f1,torch-cuda,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,,100000,768,1,1,1.0,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,653841.0,670757.0,696826.0,665899.0,676985.0,1385.0506933964136,1.0,1118438293,91912272130,1669283840,308000000,,,607583.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d5-r100000-d768-b8-k64-f01,current-cpu,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,unavailable,100000,768,8,64,0.1,batch-call-completion,corpus,27401877.0,28598793.0,28598793.0,27379604.0,33848591.0,276.92244798959405,1.0,560897835,91912272130,666050560,,0.0,0.0,,,,,,3466020.0,,0.0,,,Cpu,,,24,True,completed,
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d5-r100000-d768-b8-k64-f01,current-gpu,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,unavailable,100000,768,8,64,0.1,batch-call-completion,corpus,841513.0,896204.0,896204.0,877116.0,905649.0,4191.31190813273,1.0,673848649,91912272130,1174577152,314908608.0,517120.0,65792.0,,72352.0,613216.0,7551.0,763045.0,825979.0,0.0,40000.0,,,Wgpu,,,24,True,completed,
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d5-r100000-d768-b8-k64-f01,faiss-flat,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,,100000,768,8,64,0.1,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,2716476.0,3055385.0,3055385.0,3010818.0,3226752.0,1963.545670139422,1.0,58310315,91912272130,588222464,,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d5-r100000-d768-b8-k64-f01,numpy,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,,100000,768,8,64,0.1,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,5972282.0,6202396.0,6202396.0,6062807.0,6377981.0,1125.529753000913,1.0,31665325,91912272130,573128704,30800000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d5-r100000-d768-b8-k64-f01,torch-cpu,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,,100000,768,8,64,0.1,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,2847313.0,2936026.0,2936026.0,2758089.0,5236698.0,1963.9029121274043,1.0,771646637,91912272130,970719232,30800000,,,,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep768-admission-fix,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d5-r100000-d768-b8-k64-f01,torch-cuda,bb195fedb6519c26598c6c103e7e182982c2eddd0a06d9c2cf54eb5cb5ceeb19,,100000,768,8,64,0.1,host query input through host-visible IDs and cosine distances,prefiltered canonical eligible rows; build_and_filter_prepare_ns reported separately,369885.0,384076.0,384076.0,380301.0,10209068.0,6758.884606619187,1.0,1043609341,91912272130,1423425536,30800000,,,319040.0,,,,,,,,,,,,,3,True,completed,
rtx4090-eu-ro-secure-deep768-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d4-r100000-d768-b1-k1-f1,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,768,1,1,1.0,batch-call-completion,corpus,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,failed,exit_code=1
rtx4090-eu-ro-secure-deep768-retry,NVIDIA GeForce RTX 4090,EU-RO-1,SECURE,deep768,d5-r100000-d768-b8-k64-f01,current-cpu,730c050065e6786972a7be4f9bcb619168becdc943ce1122d1583c61f66409e3,unavailable,100000,768,8,64,0.1,batch-call-completion,corpus,,,,,,,,,,,,,,,,,,,,,,,,,,,0,False,failed,exit_code=1
